memberId,PSYCHOLOGICAL_COST_OF_RENTING,SENSITIVITY_RENT_OR_PURCHASE,BTL_PROBABILITY_MULTIPLIER,BTL_CHOICE_INTENSITY,MARKET_AVERAGE_PRICE_DECAY
0,0.5627305885466551,0.0011977760728875575,1.5989714780334585,88.81374381869267,0.48507733844765205
1,0.2708914956457468,0.0007634628068738349,0.5158086227333171,77.56034158543711,0.6757367888086485
2,0.3886353188982657,0.0011000285667559075,1.2121967405387237,119.35335699899444,0.5761512840848144
3,0.47465139320458943,0.0005700078743978172,0.6809402062509474,59.66319292382773,0.4514997038297658
4,0.40387689313176856,0.0009485934795538787,0.35819156245810857,53.526028843355625,0.40597105665891087
5,0.33056877514876654,0.0006469545085229447,1.505582622054691,137.92887045656346,0.5944661842525285
6,0.24355838486298867,0.0013594223572994907,0.6496505809186073,65.94565459484308,0.6654253092152125
7,0.5242643289380168,0.0006584278443294262,0.8308360165404399,100.66947078489987,0.5427050767478859
8,0.5470437107425375,0.001017193962721744,0.5689563418231735,146.56149835295662,0.6927579017167438
9,0.21683824819904443,0.0005271226328557813,0.9480784122647402,55.67247919766278,0.5043932997160876
10,0.2994453087281805,0.001270627237599127,0.4091166645142061,109.1752253650627,0.43297087499175513
11,0.42957551539899214,0.0008099489680537859,1.3195270440740332,72.44900836158752,0.5562058069454308
12,0.5055968774983776,0.0014734800551972247,1.1190365079792286,81.0813889409486,0.6137286901647958
13,0.3629869180450912,0.0007136200506507973,0.7368721242198083,94.0423153458651,0.4228434661481666
14,0.2483222130921203,0.0008962479663480149,1.7319156719877646,65.74176581576135,0.5228485790162118
15,0.5890176556446506,0.000611215765386689,0.47651253794140025,128.71289313592615,0.6468823299143733
16,0.5972138917775672,0.0008983357467020529,1.0058957413041365,70.36126778421378,0.46960920647041254
17,0.256816296793155,0.0005778837420980986,0.5361255902447106,104.61660261285512,0.5848416964583067
18,0.34566394575253206,0.0014285527952892349,1.2601050649382273,50.211113222584416,0.6749980614147228
19,0.4899001617177936,0.0007470726618845616,0.42834001890600115,132.68151364278964,0.47404570445741634
